YEAR	MON	DAY	T2M	D2M	WIND	SSRD	STRD	SP	TP
2009.0	3.0	15.0	274.512	267.755	1.82	203.108	227.782	981.193	0.0
2009.0	3.0	16.0	276.651	269.74	2.574	186.314	244.856	982.553	0.0
2009.0	3.0	17.0	277.785	273.694	2.498	192.459	265.367	982.545	0.002
2009.0	3.0	18.0	281.741	275.938	5.205	100.734	297.653	977.852	9.03
2009.0	3.0	19.0	276.57	273.546	2.907	203.872	265.887	979.056	2.49
2009.0	3.0	20.0	271.081	265.347	4.312	208.011	230.766	987.145	0.485
2009.0	3.0	21.0	271.48	263.602	1.594	153.593	216.734	990.932	0.0
2009.0	3.0	22.0	274.599	269.487	2.301	84.07	267.127	989.396	0.231
2009.0	3.0	23.0	271.064	262.465	4.119	222.366	196.569	990.787	0.0
2009.0	3.0	24.0	272.437	259.585	4.105	221.45	200.151	990.197	0.0
2009.0	3.0	25.0	277.277	266.135	6.292	94.999	265.852	980.927	1.788
2009.0	3.0	26.0	279.666	277.37	5.639	28.972	345.724	972.961	8.255
2009.0	3.0	27.0	276.938	273.539	2.316	214.944	260.809	974.838	0.021
2009.0	3.0	28.0	279.26	273.956	2.381	155.969	285.222	973.172	0.022
2009.0	3.0	29.0	282.024	279.026	5.921	67.157	340.68	959.001	7.498
2009.0	3.0	30.0	273.875	271.585	7.415	141.05	294.491	964.813	6.787
2009.0	3.0	31.0	274.674	270.384	2.992	228.226	228.173	979.819	0.0
2009.0	4.0	1.0	281.117	275.625	6.133	58.159	317.959	970.664	6.391
2009.0	4.0	2.0	280.336	272.837	3.111	211.076	258.399	973.679	0.005
2009.0	4.0	3.0	284.252	280.382	6.433	38.004	338.977	955.941	13.492
2009.0	4.0	4.0	274.687	272.884	10.667	76.528	307.448	961.088	9.512
2009.0	4.0	5.0	275.979	270.86	3.904	240.963	233.745	972.575	0.0
2009.0	4.0	6.0	278.404	274.85	4.923	92.416	301.627	957.299	7.205
2009.0	4.0	7.0	271.438	268.659	7.817	92.041	290.483	957.764	7.469
2009.0	4.0	8.0	272.849	268.256	7.187	213.013	259.84	961.924	2.131
2009.0	4.0	9.0	276.713	269.317	5.14	256.14	229.358	967.783	0.0
2009.0	4.0	10.0	277.963	270.817	2.584	184.937	255.588	974.009	0.167
2009.0	4.0	11.0	276.596	270.301	5.28	251.392	255.037	977.15	0.77
2009.0	4.0	12.0	274.434	266.688	4.355	267.952	211.484	985.306	0.0
2009.0	4.0	13.0	274.826	267.325	2.679	185.45	232.335	983.689	0.0
2009.0	4.0	14.0	279.617	272.45	4.29	135.062	299.108	973.502	0.633
2009.0	4.0	15.0	280.106	276.192	3.978	180.748	319.005	975.373	6.856
2009.0	4.0	16.0	279.183	270.888	3.217	269.789	242.229	985.811	0.0
2009.0	4.0	17.0	280.422	270.641	2.868	274.338	246.099	987.895	0.0
2009.0	4.0	18.0	283.056	272.889	5.281	273.214	256.923	980.725	0.0
2009.0	4.0	19.0	282.467	275.301	4.704	253.858	276.642	976.828	0.022
2009.0	4.0	20.0	281.563	277.573	8.278	70.486	332.056	969.318	12.454
2009.0	4.0	21.0	280.415	277.805	4.445	199.317	302.077	965.167	7.708
2009.0	4.0	22.0	277.943	275.855	4.636	198.753	295.052	965.008	2.573
2009.0	4.0	23.0	277.148	273.552	5.799	218.216	275.195	973.701	1.106
2009.0	4.0	24.0	282.437	275.091	4.378	248.029	267.023	979.397	0.688
2009.0	4.0	25.0	291.435	283.788	6.445	267.008	324.131	977.911	0.701
2009.0	4.0	26.0	288.219	284.383	2.123	226.12	341.328	982.893	0.561
2009.0	4.0	27.0	290.486	283.843	3.966	280.513	324.98	983.651	0.002
2009.0	4.0	28.0	288.443	283.088	3.934	71.088	341.318	982.73	9.433
2009.0	4.0	29.0	281.167	276.002	4.551	254.692	283.139	991.142	0.083
2009.0	4.0	30.0	285.625	279.335	3.887	216.624	312.94	983.626	5.734
2009.0	5.0	1.0	286.821	285.537	7.519	111.947	370.558	971.124	7.707
2009.0	5.0	2.0	282.232	277.869	3.54	279.966	298.025	974.025	4.544
2009.0	5.0	3.0	283.465	276.194	3.646	291.172	271.963	974.708	0.0
2009.0	5.0	4.0	283.997	276.355	3.406	220.363	291.863	976.927	0.0
2009.0	5.0	5.0	283.757	276.945	2.71	201.692	294.666	979.885	0.017
2009.0	5.0	6.0	285.52	281.419	2.308	165.269	337.853	975.725	1.074
2009.0	5.0	7.0	285.3	283.202	3.185	218.597	350.33	969.669	12.303
2009.0	5.0	8.0	286.555	283.929	3.792	250.272	326.052	969.619	3.871
2009.0	5.0	9.0	288.085	285.868	5.535	200.469	352.634	964.945	5.239
2009.0	5.0	10.0	281.294	278.394	6.377	185.707	309.295	974.386	0.716
2009.0	5.0	11.0	280.9	275.288	2.91	272.324	271.363	980.242	0.0
2009.0	5.0	12.0	282.195	274.961	2.345	276.739	265.536	982.532	0.002
2009.0	5.0	13.0	284.746	276.564	3.671	295.56	272.869	983.907	0.0
2009.0	5.0	14.0	288.437	283.267	8.275	151.518	356.526	975.245	12.363
2009.0	5.0	15.0	287.055	280.476	3.245	316.584	283.059	983.019	0.0
2009.0	5.0	16.0	289.854	285.938	5.994	137.387	350.549	975.13	12.203
2009.0	5.0	17.0	282.187	275.919	5.377	276.047	310.205	979.806	0.116
2009.0	5.0	18.0	280.733	269.922	3.502	339.809	238.273	986.362	0.0
2009.0	5.0	19.0	283.358	273.106	3.506	333.057	253.211	988.181	0.0
2009.0	5.0	20.0	289.207	278.849	3.572	327.189	293.118	987.232	0.0
2009.0	5.0	21.0	291.958	282.235	4.805	334.377	301.806	983.412	0.0
2009.0	5.0	22.0	291.478	285.465	2.803	302.261	321.292	981.26	0.0
2009.0	5.0	23.0	289.791	285.036	2.526	304.511	320.769	981.351	0.008
2009.0	5.0	24.0	290.772	286.345	1.848	271.988	335.35	978.078	0.578
2009.0	5.0	25.0	288.795	281.21	3.405	333.61	299.534	979.356	0.0
2009.0	5.0	26.0	286.605	278.983	5.094	134.584	315.443	979.565	4.586
2009.0	5.0	27.0	287.663	285.265	4.673	151.797	360.87	973.088	10.256
2009.0	5.0	28.0	291.928	290.11	2.934	156.731	386.72	968.301	17.239
2009.0	5.0	29.0	289.343	287.705	4.319	157.429	376.822	966.902	6.806
2009.0	5.0	30.0	286.462	282.403	4.54	326.112	314.929	970.04	7.986
2009.0	5.0	31.0	285.017	278.448	4.909	314.386	298.968	970.903	5.693
2009.0	6.0	1.0	284.814	276.984	3.637	162.049	290.601	977.18	0.996
2009.0	6.0	2.0	288.055	284.985	3.211	221.66	363.197	976.415	1.252
2009.0	6.0	3.0	286.729	281.637	1.4	239.471	317.047	978.779	0.0
2009.0	6.0	4.0	286.324	280.67	2.964	310.643	301.752	978.075	0.011
2009.0	6.0	5.0	288.041	280.895	2.799	293.421	300.533	974.866	0.0
2009.0	6.0	6.0	290.044	285.019	3.03	319.66	325.347	974.024	0.004
2009.0	6.0	7.0	290.496	285.545	1.997	251.761	344.547	976.568	1.525
2009.0	6.0	8.0	290.653	287.024	3.003	229.417	361.125	976.154	2.844
2009.0	6.0	9.0	291.77	289.792	4.318	281.718	358.404	971.797	9.848
2009.0	6.0	10.0	288.416	285.301	2.368	290.063	316.965	974.67	0.071
2009.0	6.0	11.0	291.188	287.989	1.498	153.932	370.752	971.96	6.454
2009.0	6.0	12.0	289.788	287.817	3.711	173.076	379.12	970.489	8.5
2009.0	6.0	13.0	290.308	286.287	1.942	173.543	341.217	975.104	0.281
2009.0	6.0	14.0	290.189	284.079	2.129	306.531	317.645	976.737	0.065
2009.0	6.0	15.0	291.485	285.272	1.936	336.539	314.807	977.395	0.087
2009.0	6.0	16.0	291.668	284.753	2.117	329.598	311.635	979.414	0.0
2009.0	6.0	17.0	291.762	287.819	6.276	103.953	361.082	977.018	11.174
2009.0	6.0	18.0	289.115	288.286	5.106	92.072	390.898	970.222	9.66
2009.0	6.0	19.0	289.909	286.731	1.616	228.486	365.955	972.58	0.25
2009.0	6.0	20.0	292.654	290.499	3.366	103.23	390.117	965.916	21.405
2009.0	6.0	21.0	290.878	288.901	3.831	225.057	377.611	968.438	2.493
2009.0	6.0	22.0	293.293	290.236	3.613	300.97	355.795	971.34	0.187
2009.0	6.0	23.0	293.736	288.544	2.67	336.316	338.515	972.938	0.0
2009.0	6.0	24.0	295.295	290.278	2.107	333.939	341.645	973.701	0.004
2009.0	6.0	25.0	296.422	291.715	2.638	270.749	369.551	971.817	1.514
2009.0	6.0	26.0	295.462	292.242	3.028	272.511	387.513	968.813	11.886
2009.0	6.0	27.0	293.524	287.779	3.345	314.001	344.628	971.667	0.146
2009.0	6.0	28.0	293.158	289.056	3.145	142.401	364.039	968.98	5.343
2009.0	6.0	29.0	292.771	288.905	4.276	302.478	346.329	962.08	1.172
2009.0	6.0	30.0	290.275	287.854	4.579	205.38	358.553	960.05	12.777
2009.0	7.0	1.0	289.873	287.787	3.957	243.272	353.686	965.229	12.246
2009.0	7.0	2.0	290.795	288.828	2.184	179.463	369.77	969.132	14.334
2009.0	7.0	3.0	290.276	288.418	4.383	206.238	362.338	973.161	13.746
2009.0	7.0	4.0	289.759	286.141	5.493	233.152	349.373	976.121	1.555
2009.0	7.0	5.0	290.677	284.117	2.66	333.241	307.679	974.716	0.062
2009.0	7.0	6.0	292.555	286.668	3.598	235.467	347.881	970.904	1.293
2009.0	7.0	7.0	291.499	286.463	3.188	257.377	339.144	969.294	1.422
2009.0	7.0	8.0	289.153	284.861	3.974	254.441	335.069	973.577	1.095
2009.0	7.0	9.0	291.699	286.084	1.624	300.379	333.208	980.273	0.068
2009.0	7.0	10.0	293.914	287.718	3.274	310.771	342.331	983.145	0.0
2009.0	7.0	11.0	295.306	291.016	5.312	107.196	376.378	978.428	9.462
2009.0	7.0	12.0	290.958	285.05	3.984	317.348	321.538	976.991	1.787
2009.0	7.0	13.0	290.874	283.142	3.176	295.546	318.555	975.924	0.306
2009.0	7.0	14.0	290.431	281.962	2.588	319.548	309.875	978.675	0.004
2009.0	7.0	15.0	292.093	284.939	2.547	316.942	324.072	980.562	0.0
2009.0	7.0	16.0	295.603	290.554	4.972	278.012	367.97	971.806	2.316
2009.0	7.0	17.0	293.005	288.298	3.922	198.836	354.122	969.763	3.05
2009.0	7.0	18.0	290.337	287.605	4.363	233.592	352.3	969.949	8.849
2009.0	7.0	19.0	289.817	285.91	4.705	244.153	338.025	977.644	1.49
2009.0	7.0	20.0	290.737	285.953	1.677	292.988	327.199	981.973	0.008
2009.0	7.0	21.0	292.054	287.889	2.106	190.461	363.213	981.98	6.474
2009.0	7.0	22.0	291.648	288.651	2.662	178.83	351.073	980.028	0.337
2009.0	7.0	23.0	293.473	291.065	3.791	167.974	390.82	974.672	38.311
2009.0	7.0	24.0	292.519	290.53	4.249	248.226	372.774	971.974	6.171
2009.0	7.0	25.0	293.055	289.487	4.326	171.556	353.109	971.351	4.563
2009.0	7.0	26.0	293.115	291.072	4.834	238.914	368.547	969.115	9.725
2009.0	7.0	27.0	292.946	289.597	5.109	283.88	351.896	972.535	0.692
2009.0	7.0	28.0	294.829	290.37	4.186	262.647	357.64	973.681	0.188
2009.0	7.0	29.0	294.993	291.68	3.862	83.638	381.897	970.351	11.552
2009.0	7.0	30.0	293.542	289.905	2.335	219.151	368.453	971.986	2.121
2009.0	7.0	31.0	294.227	290.419	1.976	167.138	383.48	972.605	2.424
2009.0	8.0	1.0	294.648	289.232	3.017	251.64	359.385	976.936	0.542
2009.0	8.0	2.0	294.034	290.388	3.547	118.204	384.292	973.167	18.505
2009.0	8.0	3.0	292.268	287.207	3.759	295.724	327.891	975.644	0.0
2009.0	8.0	4.0	295.048	290.216	5.129	214.704	371.636	974.017	4.078
2009.0	8.0	5.0	292.489	287.762	3.262	289.297	352.93	974.869	2.642
2009.0	8.0	6.0	291.651	285.712	2.499	226.95	337.333	977.628	0.805
2009.0	8.0	7.0	291.889	285.432	2.55	254.19	337.855	980.006	0.098
2009.0	8.0	8.0	292.046	286.138	2.542	244.931	343.29	982.98	6.89
2009.0	8.0	9.0	294.37	292.803	5.612	184.592	405.387	977.356	34.872
2009.0	8.0	10.0	296.698	294.607	5.773	184.486	407.057	975.318	7.901
2009.0	8.0	11.0	294.933	293.225	2.325	206.083	390.138	974.063	7.154
2009.0	8.0	12.0	293.801	291.718	1.147	214.391	387.75	976.496	2.639
2009.0	8.0	13.0	294.357	290.649	1.716	235.107	365.836	979.79	0.245
2009.0	8.0	14.0	295.834	290.815	1.334	226.924	359.599	982.362	0.103
2009.0	8.0	15.0	296.791	292.119	2.337	227.414	375.203	981.703	0.661
2009.0	8.0	16.0	297.336	292.758	2.261	238.392	376.936	981.93	0.055
2009.0	8.0	17.0	298.591	293.464	3.606	255.993	374.627	981.343	0.047
2009.0	8.0	18.0	297.692	293.595	4.349	162.059	396.032	977.704	13.899
2009.0	8.0	19.0	295.497	292.553	3.07	231.608	375.646	975.903	0.857
2009.0	8.0	20.0	296.432	293.095	3.897	199.804	391.369	972.848	7.386
2009.0	8.0	21.0	295.488	293.207	5.174	162.013	396.352	969.785	11.933
2009.0	8.0	22.0	293.582	290.509	3.307	160.182	364.175	971.622	2.827
2009.0	8.0	23.0	291.975	290.03	2.504	167.351	366.931	974.181	8.113
2009.0	8.0	24.0	291.34	288.718	2.76	175.121	362.998	979.776	4.301
2009.0	8.0	25.0	291.55	287.233	2.526	220.271	347.028	982.0	0.002
2009.0	8.0	26.0	293.545	291.215	3.68	55.456	371.366	977.948	9.929
2009.0	8.0	27.0	291.554	287.693	2.822	198.27	357.948	980.178	0.194
2009.0	8.0	28.0	290.785	286.299	3.657	134.35	363.704	979.48	4.295
2009.0	8.0	29.0	291.983	290.475	5.383	167.559	386.33	969.311	20.75
2009.0	8.0	30.0	289.15	286.247	6.102	144.031	342.089	971.524	3.237
2009.0	8.0	31.0	287.593	282.659	3.113	214.996	327.121	981.997	0.604
2009.0	9.0	1.0	288.151	282.371	1.215	220.051	304.053	985.897	0.023
2009.0	9.0	2.0	289.723	284.195	1.823	236.504	310.743	986.408	0.0
2009.0	9.0	3.0	291.128	286.022	1.828	231.407	320.937	983.096	0.0
2009.0	9.0	4.0	291.705	286.64	1.507	221.193	328.462	980.318	0.031
2009.0	9.0	5.0	291.426	287.055	1.158	199.863	338.462	982.72	0.157
2009.0	9.0	6.0	291.816	286.696	2.891	217.622	324.056	985.799	0.001
2009.0	9.0	7.0	292.344	288.634	3.199	59.741	377.827	982.832	3.251
2009.0	9.0	8.0	292.192	289.136	2.867	147.58	364.574	980.579	0.383
2009.0	9.0	9.0	292.619	288.882	3.0	159.021	351.439	981.364	0.116
2009.0	9.0	10.0	292.183	288.062	3.246	151.112	354.154	985.448	0.145
2009.0	9.0	11.0	289.377	283.258	3.165	72.109	342.711	985.216	0.244
2009.0	9.0	12.0	290.127	285.595	3.981	191.142	346.285	980.48	0.003
2009.0	9.0	13.0	290.135	285.926	2.778	157.363	329.299	978.402	0.934
2009.0	9.0	14.0	291.1	289.004	3.503	125.666	354.152	976.906	0.789
2009.0	9.0	15.0	291.471	289.048	3.261	165.812	351.328	976.161	0.871
2009.0	9.0	16.0	288.173	283.622	4.535	141.961	325.083	982.113	0.027
2009.0	9.0	17.0	287.806	283.27	3.352	165.209	328.497	983.616	0.105
2009.0	9.0	18.0	289.22	284.993	3.253	128.757	338.825	979.758	0.635
2009.0	9.0	19.0	286.163	281.041	3.626	208.766	288.453	984.776	0.015
2009.0	9.0	20.0	287.049	281.702	2.645	202.53	286.68	984.905	0.0
2009.0	9.0	21.0	292.206	288.483	4.76	79.058	367.955	981.367	5.274
2009.0	9.0	22.0	293.262	290.599	4.594	81.114	387.707	981.35	3.016
2009.0	9.0	23.0	294.125	291.716	4.73	62.946	389.769	979.635	2.829
2009.0	9.0	24.0	291.548	289.591	2.974	143.13	370.089	980.112	0.519
2009.0	9.0	25.0	288.569	284.407	3.746	187.803	314.617	983.772	0.004
2009.0	9.0	26.0	286.291	281.387	5.701	37.316	322.202	980.953	6.314
2009.0	9.0	27.0	287.389	286.232	5.644	69.531	375.955	967.097	24.011
2009.0	9.0	28.0	287.291	285.548	7.091	163.907	318.97	958.12	12.885
2009.0	9.0	29.0	284.779	282.864	9.264	85.006	340.903	958.905	13.156
2009.0	9.0	30.0	282.628	280.219	5.444	51.883	342.131	972.102	3.377
2009.0	10.0	1.0	281.224	276.878	4.259	76.986	316.968	976.837	1.402
2009.0	10.0	2.0	281.797	278.482	4.28	16.566	322.412	971.899	13.319
2009.0	10.0	3.0	285.531	282.63	5.327	135.549	312.304	967.489	4.98
2009.0	10.0	4.0	284.278	282.009	4.315	107.104	318.416	972.36	6.232
2009.0	10.0	5.0	283.343	281.287	6.207	114.07	311.847	975.48	5.512
2009.0	10.0	6.0	283.65	280.382	3.095	168.756	291.32	974.918	0.3
2009.0	10.0	7.0	285.803	282.82	10.235	78.82	352.009	962.026	15.045
2009.0	10.0	8.0	284.377	279.276	4.893	166.112	294.48	977.072	0.027
2009.0	10.0	9.0	285.396	282.669	3.181	37.748	354.909	972.061	4.752
2009.0	10.0	10.0	283.648	280.981	3.622	116.663	347.086	972.715	4.309
2009.0	10.0	11.0	280.712	275.095	5.845	151.858	288.363	982.291	0.231
2009.0	10.0	12.0	278.308	271.851	2.732	125.644	285.993	986.42	0.346
2009.0	10.0	13.0	281.442	278.363	3.249	104.778	324.503	979.806	4.4
2009.0	10.0	14.0	278.4	272.86	3.561	106.172	275.83	985.169	0.037
2009.0	10.0	15.0	276.869	272.79	5.136	42.194	312.729	977.84	3.452
2009.0	10.0	16.0	275.907	272.923	5.211	78.639	310.842	974.407	5.144
2009.0	10.0	17.0	276.738	273.666	4.23	79.797	310.749	978.961	2.995
2009.0	10.0	18.0	277.464	272.161	3.284	149.797	261.279	983.157	0.02
2009.0	10.0	19.0	278.105	272.448	3.84	152.127	246.244	982.365	0.0
2009.0	10.0	20.0	283.734	276.876	5.444	61.047	317.461	979.255	0.001
2009.0	10.0	21.0	285.652	281.653	2.906	79.641	348.003	981.2	0.704
2009.0	10.0	22.0	286.39	281.416	5.592	102.888	310.205	976.198	0.74
2009.0	10.0	23.0	282.031	280.676	4.904	16.548	345.849	975.698	10.267
2009.0	10.0	24.0	285.432	284.079	6.3	41.279	365.208	963.12	7.73
2009.0	10.0	25.0	281.051	276.83	6.248	136.427	307.425	974.927	0.763
2009.0	10.0	26.0	281.549	277.512	2.409	136.724	270.318	983.402	0.0
2009.0	10.0	27.0	284.25	278.188	5.067	97.537	290.887	977.867	0.0
2009.0	10.0	28.0	284.071	282.384	3.024	39.041	348.222	971.829	20.99
2009.0	10.0	29.0	283.053	281.802	2.045	63.207	351.222	982.154	0.197
2009.0	10.0	30.0	285.411	282.388	5.54	28.4	329.234	977.792	0.218
2009.0	10.0	31.0	286.158	282.712	9.292	23.276	347.536	965.878	16.297
2009.0	11.0	1.0	280.291	274.153	4.826	102.696	285.552	978.478	0.056
2009.0	11.0	2.0	278.561	273.371	2.13	117.613	273.459	982.86	0.0
2009.0	11.0	3.0	280.793	276.777	4.305	117.527	297.828	978.829	3.433
2009.0	11.0	4.0	277.061	272.673	3.021	51.249	268.899	984.628	1.483
2009.0	11.0	5.0	276.915	274.292	3.973	81.111	280.051	980.571	6.437
2009.0	11.0	6.0	275.814	270.921	4.143	103.562	259.706	984.637	0.914
2009.0	11.0	7.0	279.474	271.682	5.29	120.536	262.456	978.801	0.0
2009.0	11.0	8.0	285.483	280.532	3.618	124.758	300.209	979.469	0.006
2009.0	11.0	9.0	285.86	281.129	4.947	80.571	300.725	984.075	0.0
2009.0	11.0	10.0	283.813	280.758	3.409	59.587	320.159	987.287	0.12
2009.0	11.0	11.0	279.815	274.969	4.678	124.782	254.481	989.723	0.0
2009.0	11.0	12.0	277.669	272.445	4.058	128.996	232.324	986.001	0.0
2009.0	11.0	13.0	278.835	271.557	3.249	118.791	243.351	979.751	0.0
2009.0	11.0	14.0	282.796	278.87	2.394	70.684	300.428	975.395	0.006
2009.0	11.0	15.0	284.304	281.741	3.166	74.027	313.06	974.105	0.08
2009.0	11.0	16.0	280.012	276.375	3.618	61.371	308.884	981.341	0.035
2009.0	11.0	17.0	278.317	271.41	4.703	120.676	264.73	983.826	0.0
2009.0	11.0	18.0	280.58	272.186	4.791	112.118	254.836	984.418	0.0
2009.0	11.0	19.0	282.468	280.048	5.465	48.244	310.781	982.001	10.38
2009.0	11.0	20.0	280.638	278.604	5.664	81.829	310.119	978.062	4.602
2009.0	11.0	21.0	280.353	278.643	3.221	46.004	315.305	980.285	0.316
2009.0	11.0	22.0	280.832	278.081	1.278	95.34	303.039	984.958	0.045
2009.0	11.0	23.0	279.302	276.527	3.207	105.049	259.293	985.385	0.001
2009.0	11.0	24.0	281.238	279.168	2.299	56.833	334.672	981.94	2.627
2009.0	11.0	25.0	282.018	280.492	4.289	20.093	334.595	974.256	3.457
2009.0	11.0	26.0	280.681	277.908	4.789	74.516	309.426	970.018	2.267
2009.0	11.0	27.0	276.487	274.23	5.339	69.122	276.165	965.989	5.892
2009.0	11.0	28.0	276.714	274.255	6.534	39.14	284.247	970.265	1.516
2009.0	11.0	29.0	277.878	273.934	4.509	99.076	258.954	969.797	0.0
2009.0	11.0	30.0	279.143	275.83	5.082	99.229	307.9	966.517	7.765
2009.0	12.0	1.0	276.093	272.295	6.865	77.222	276.092	971.064	5.266
2009.0	12.0	2.0	278.755	273.539	4.599	74.142	263.05	973.868	1.559
2009.0	12.0	3.0	281.426	279.663	7.708	38.644	344.047	958.282	14.483
2009.0	12.0	4.0	275.572	271.853	6.82	53.449	283.364	975.502	2.308
2009.0	12.0	5.0	272.804	267.113	2.811	29.651	261.279	979.715	0.985
2009.0	12.0	6.0	272.226	266.904	4.639	65.411	270.18	981.095	1.025
2009.0	12.0	7.0	272.403	266.463	4.177	46.4	255.374	982.029	0.912
2009.0	12.0	8.0	273.738	269.727	3.428	57.171	270.293	983.194	1.94
2009.0	12.0	9.0	276.132	272.946	8.824	34.707	309.363	959.659	19.778
2009.0	12.0	10.0	271.441	267.658	11.413	73.18	267.453	956.948	6.951
2009.0	12.0	11.0	266.048	263.324	10.501	77.431	226.545	973.986	7.369
2009.0	12.0	12.0	269.904	264.116	7.291	106.031	223.99	986.37	1.257
2009.0	12.0	13.0	274.247	266.865	6.61	10.118	262.786	978.833	13.885
2009.0	12.0	14.0	276.01	273.971	3.956	34.653	309.047	975.149	1.269
2009.0	12.0	15.0	277.017	275.234	5.667	66.844	307.673	971.931	5.42
2009.0	12.0	16.0	269.423	265.411	7.185	39.853	258.412	983.926	1.986
2009.0	12.0	17.0	268.405	264.388	4.835	51.556	256.143	987.609	0.886
2009.0	12.0	18.0	267.489	263.065	2.32	74.231	246.521	982.565	0.149
2009.0	12.0	19.0	269.927	264.736	4.211	40.753	271.759	972.218	2.319
2009.0	12.0	20.0	268.958	263.862	4.199	98.598	239.936	972.77	0.253
2009.0	12.0	21.0	271.62	268.311	3.679	74.398	259.403	976.279	2.707
2009.0	12.0	22.0	270.339	267.594	3.857	72.447	255.184	980.061	1.265
2009.0	12.0	23.0	265.928	262.426	3.771	68.396	225.317	985.209	0.081
2009.0	12.0	24.0	268.708	265.753	3.395	90.849	245.169	986.809	0.043
2009.0	12.0	25.0	273.894	270.073	6.962	16.378	266.497	980.118	3.903
2009.0	12.0	26.0	277.136	275.184	5.761	20.06	320.622	972.911	9.568
2009.0	12.0	27.0	273.313	270.355	3.994	60.596	249.438	972.184	0.143
2009.0	12.0	28.0	270.849	269.069	5.3	41.807	273.911	966.069	10.906
2009.0	12.0	29.0	265.836	261.932	7.324	97.629	226.641	976.894	1.976
2009.0	12.0	30.0	267.082	262.786	3.708	66.782	244.485	986.561	0.043
2009.0	12.0	31.0	272.7	268.867	5.156	25.769	278.112	976.375	2.759
2010.0	1.0	1.0	272.582	270.869	5.195	40.544	292.801	973.427	3.966
2010.0	1.0	2.0	264.704	261.744	6.894	70.689	241.849	974.139	3.506
2010.0	1.0	3.0	262.507	259.796	7.374	42.158	247.542	974.013	5.549
2010.0	1.0	4.0	264.333	261.677	4.984	54.72	256.395	971.696	2.897
2010.0	1.0	5.0	265.986	263.272	4.073	52.444	252.601	971.217	2.801
2010.0	1.0	6.0	268.026	265.471	5.139	63.458	271.449	971.543	3.374
2010.0	1.0	7.0	269.482	267.172	4.567	54.533	271.304	974.953	1.435
2010.0	1.0	8.0	267.89	266.163	2.622	56.238	277.265	970.468	7.773
2010.0	1.0	9.0	264.04	260.792	3.884	79.24	240.962	980.747	1.06
2010.0	1.0	10.0	263.373	260.106	3.753	96.66	202.445	985.784	0.063
2010.0	1.0	11.0	266.707	263.074	6.375	38.996	256.697	979.88	1.307
2010.0	1.0	12.0	266.888	264.59	2.856	63.918	262.116	980.946	1.313
2010.0	1.0	13.0	268.545	265.682	5.746	100.871	256.561	982.4	0.238
2010.0	1.0	14.0	271.613	267.643	5.386	116.04	228.144	979.045	0.001
2010.0	1.0	15.0	275.253	271.989	5.746	51.396	290.956	979.205	0.692
2010.0	1.0	16.0	273.628	271.266	4.166	65.873	281.528	982.17	0.232
2010.0	1.0	17.0	273.821	272.587	2.33	76.522	272.631	974.905	1.016
2010.0	1.0	18.0	274.196	273.133	2.547	82.084	300.979	969.16	1.456
2010.0	1.0	19.0	271.314	269.668	3.234	70.42	281.532	972.647	1.437
2010.0	1.0	20.0	270.861	268.589	3.491	80.698	276.788	974.38	2.087
2010.0	1.0	21.0	267.474	264.369	3.067	125.558	209.901	979.306	0.001
2010.0	1.0	22.0	272.981	268.724	3.534	77.327	259.746	974.004	1.507
2010.0	1.0	23.0	270.906	266.812	3.197	126.593	213.559	979.15	0.0
2010.0	1.0	24.0	275.627	270.875	6.581	41.393	274.859	971.462	6.854
2010.0	1.0	25.0	278.467	277.655	6.855	20.351	342.315	954.18	32.754
2010.0	1.0	26.0	271.661	268.487	7.233	64.284	262.974	959.815	1.483
2010.0	1.0	27.0	268.95	265.447	8.57	73.684	270.603	973.552	1.917
2010.0	1.0	28.0	268.652	265.067	8.5	98.411	245.264	975.505	5.989
2010.0	1.0	29.0	261.067	256.786	5.719	119.482	202.851	985.466	1.147
2010.0	1.0	30.0	259.723	255.697	3.126	111.058	197.742	985.184	0.084
2010.0	1.0	31.0	260.652	256.91	3.434	135.854	177.844	978.799	0.01
2010.0	2.0	1.0	266.089	261.984	5.663	128.949	213.16	981.345	0.704
2010.0	2.0	2.0	267.209	263.297	1.996	106.087	232.518	981.305	0.73
2010.0	2.0	3.0	269.9	268.226	2.477	71.204	283.029	977.165	2.937
2010.0	2.0	4.0	268.55	264.351	3.488	141.144	202.928	986.131	0.04
2010.0	2.0	5.0	269.754	265.988	2.037	86.773	243.173	984.168	0.057
2010.0	2.0	6.0	267.809	262.513	6.83	98.251	252.554	973.005	0.512
2010.0	2.0	7.0	263.911	260.382	3.207	130.751	198.635	976.748	0.055
2010.0	2.0	8.0	265.484	261.945	3.651	148.556	185.111	979.075	0.0
2010.0	2.0	9.0	267.55	264.718	2.551	70.453	224.407	978.212	1.458
2010.0	2.0	10.0	269.855	267.971	3.95	36.116	286.38	961.269	8.824
2010.0	2.0	11.0	267.046	264.432	5.107	136.593	229.794	968.453	0.703
2010.0	2.0	12.0	266.669	264.001	4.683	132.796	212.367	972.57	0.022
2010.0	2.0	13.0	266.19	264.113	3.534	111.753	219.341	968.967	0.255
2010.0	2.0	14.0	268.165	265.907	6.331	120.824	257.927	965.412	2.013
2010.0	2.0	15.0	269.524	266.856	4.946	142.047	256.804	966.498	0.665
2010.0	2.0	16.0	268.378	265.846	2.766	132.709	245.06	962.929	1.292
2010.0	2.0	17.0	268.232	266.569	4.919	50.402	260.499	964.472	3.312
